vehicle_id,vehicle_type,operator,line,speed,occupancy
989,bus,6,874,11.98,0
1020,train,90,636,1.08,0
623,bus,6,1107,10.13,0
984,bus,6,885,0.0,0
51,bus,17,878,0.0,0
1124,bus,22,1108,11.68,0
1077,bus,6,80,14.39,0
1056,train,90,279,17.7,0
1007,bus,22,228,12.4,0
2404,bus,12,743,20.58,0
72,tram,40,496,3.76,0
411,bus,6,77,10.46,0
2222,bus,12,808,11.87,0
1217,bus,12,783,3.33,0
30,bus,17,1096,4.68,0
1076,bus,22,791,0.0,0
1136,bus,22,1044,14.19,0
678,bus,6,84,10.07,0
1347,bus,22,110,11.32,0
427,tram,40,34,4.22,0
439,tram,40,31,6.89,0
16,bus,12,91,4.7,0
6308,train,90,284,14.79,0
1206,bus,22,94,6.74,0
1214,bus,22,914,3.42,0
1824,bus,12,1109,11.22,0
1924,bus,12,354,0.01,0
1005,bus,6,581,2.27,0
1076,bus,6,86,0.6,0
1024,bus,22,745,13.07,0
1008,bus,6,1110,4.38,0
110,tram,40,28,5.76,0
276,bus,6,1111,3.89,0
1214,bus,12,360,7.19,0
457,tram,40,38,6.22,0
1499,bus,22,123,0.09,0
626,tram,40,1142,12.69,0
1703,bus,12,824,4.22,0
2411,bus,12,743,16.49,0
2222,bus,12,808,3.6,0
488,bus,6,864,5.3,0
455,tram,40,39,4.94,0
1422,bus,22,1097,8.83,0
2415,bus,12,743,3.66,0
831,bus,6,1040,13.95,0
1037,bus,6,369,4.78,0
1383,bus,22,111,7.61,0
1024,train,90,280,5.3,0
1007,bus,6,581,14.82,0
228,bus,6,678,23.49,0
1016,bus,6,369,13.41,0
1408,bus,12,226,0.01,0
1034,bus,22,1039,6.17,0
1354,bus,22,539,4.53,0
1235,bus,22,63,3.55,0
1245,bus,22,59,4.14,0
10,bus,17,125,11.42,0
1421,bus,22,70,9.37,0
601,tram,40,1142,7.66,0
1010,bus,12,810,11.01,0
1372,bus,22,116,0.0,0
931,bus,22,228,1.56,0
2242,bus,12,132,1.93,0
696,bus,6,944,8.01,0
1539,bus,12,771,0.09,0
474,bus,6,759,11.23,0
1015,bus,6,581,5.89,0
1016,train,90,293,25.83,0
475,bus,6,759,8.91,0
1020,bus,6,678,23.69,0
1121,bus,12,810,13.08,0
1388,bus,22,112,5.92,0
1906,bus,12,79,1.41,0
1273,bus,22,51,7.53,0
1505,bus,12,90,0.02,0
1207,bus,12,1036,1.76,0
1929,bus,12,857,10.09,0
224,bus,6,997,7.18,0
930,bus,22,861,4.54,0
930,bus,6,77,0.82,0
1101,bus,22,111,10.65,0
1104,bus,12,664,8.16,0
1012,bus,6,1110,9.13,0
9,bus,12,90,6.15,0
1213,bus,12,824,10.23,0
962,bus,22,818,4.73,0
676,bus,6,737,11.27,0
245,bus,6,684,11.64,0
1278,bus,22,62,8.62,0
1013,bus,22,1062,4.93,0
1346,bus,22,117,2.93,0
265,bus,6,239,13.82,0
160,bus,6,1078,0.21,0
1362,bus,22,110,0.73,0
1386,bus,22,113,5.93,0
64,bus,17,100,7.29,0
1089,bus,22,862,21.93,0
629,tram,40,1142,11.06,0
1244,bus,22,51,4.92,0
1100,bus,6,349,6.12,0
1112,bus,22,1108,2.87,0
6,bus,54,927,6.23,0
1185,bus,22,786,8.93,0
1835,bus,12,1113,5.88,0
1378,bus,22,110,9.98,0
449,tram,40,992,8.08,0
1157,bus,22,1072,7.26,0
1060,bus,22,629,7.61,0
1004,bus,22,873,4.39,0
1004,bus,22,873,5.64,0
1273,bus,22,51,6.96,0
57,bus,17,54,2.83,0
679,bus,6,107,22.67,0
439,tram,40,31,6.94,0
416,tram,40,30,6.28,0
1365,bus,22,110,2.93,0
2413,bus,12,743,2.31,0
1065,bus,6,1043,7.99,0
1032,bus,6,1110,8.57,0
1053,bus,6,1110,14.53,0
1214,bus,22,914,0.62,0
961,bus,6,935,11.59,0
1363,bus,22,120,4.63,0
1095,bus,22,237,4.69,0
1924,bus,12,354,0.16,0
990,bus,22,657,17.75,0
1814,bus,12,354,10.45,0
1836,bus,12,1113,8.14,0
1077,bus,22,1039,15.07,0
1805,bus,12,79,9.37,0
445,tram,40,30,7.72,0
30,bus,17,1096,7.67,0
604,tram,40,1142,2.03,0
1097,bus,6,973,1.13,0
1107,bus,22,74,8.41,0
937,bus,22,657,10.63,0
831,bus,6,1040,13.79,0
1402,bus,12,354,13.43,0
1838,bus,12,785,9.68,0
1077,bus,6,80,13.66,0
1330,bus,12,774,6.87,0
1537,bus,12,857,4.39,0
1245,bus,22,59,4.86,0
1018,bus,6,676,0.23,0
1116,bus,12,824,21.41,0
456,tram,40,32,3.29,0
833,bus,6,107,6.95,0
2232,bus,12,810,4.58,0
211,bus,6,1042,15.35,0
1115,bus,22,59,6.84,0
1379,bus,22,110,10.6,0
96,tram,40,38,6.07,0
470,tram,40,30,3.34,0
1510,bus,17,263,14.56,0
1368,bus,22,539,9.83,0
1606,bus,12,1036,10.8,0
628,bus,6,911,9.31,0
1388,bus,22,112,4.94,0
1075,bus,22,784,8.63,0
411,bus,6,77,9.29,0
1065,bus,6,1043,7.98,0
627,bus,6,911,15.9,0
2206,bus,12,658,10.75,0
679,bus,6,102,6.39,0
405,bus,6,77,14.98,0
1028,bus,6,369,4.87,0
431,tram,40,39,8.75,0
1041,bus,6,1110,1.6,0
1907,bus,12,857,0.0,0
1028,bus,22,237,8.93,0
1438,bus,22,875,1.52,0
1438,bus,22,875,0.02,0
949,bus,22,237,0.0,0
1220,bus,22,830,4.71,0
12,bus,12,771,8.38,0
12,bus,12,771,7.94,0
1069,bus,22,252,11.85,0
2224,bus,12,808,5.25,0
2224,bus,12,808,6.48,0
1128,bus,22,1044,1.72,0
665,bus,6,239,7.56,0
1361,bus,22,110,5.86,0
927,bus,6,77,10.25,0
1113,bus,12,662,10.24,0
2420,bus,12,774,10.31,0
1394,bus,22,244,0.03,0
8,bus,54,889,9.16,0
1234,bus,22,621,4.22,0
1248,bus,22,51,7.15,0
1206,bus,22,94,6.02,0
1426,bus,22,74,1.36,0
1701,bus,12,91,9.41,0
1056,train,90,279,13.02,0
1091,bus,6,107,8.49,0
454,tram,40,38,7.25,0
1811,bus,12,226,8.0,0
1523,bus,12,819,12.12,0
1523,bus,12,819,12.24,0
1292,bus,22,945,10.06,0
1174,bus,22,629,2.68,0
1237,bus,22,830,12.87,0
1162,bus,22,1072,4.26,0
1107,bus,22,74,10.05,0
1821,bus,12,1109,4.02,0
1422,bus,22,1097,9.55,0
2232,bus,12,825,10.19,0
937,bus,22,657,7.95,0
1397,bus,22,624,0.94,0
1704,bus,12,1036,4.12,0
1279,bus,22,59,2.61,0
2228,bus,12,662,11.75,0
1197,bus,22,94,9.57,0
403,bus,6,102,8.7,0
989,bus,6,1042,0.0,0
1554,bus,22,861,0.18,0
416,tram,40,30,7.0,0
16,bus,12,91,0.12,0
998,bus,22,74,8.42,0
961,bus,6,935,11.86,0
405,tram,40,992,10.39,0
662,bus,6,369,6.12,0
6306,train,90,286,23.32,0
1408,bus,22,73,6.03,0
417,tram,40,39,5.3,0
2244,bus,12,133,4.01,0
1087,bus,6,84,10.95,0
282,bus,6,1077,17.39,0
965,bus,22,657,10.65,0
475,bus,6,455,2.34,0
73,tram,40,31,3.19,0
1703,bus,12,824,7.79,0
2404,bus,12,743,18.39,0
1034,bus,22,1039,8.48,0
429,tram,40,31,0.57,0
296,bus,6,1110,4.58,0
405,bus,6,77,7.25,0
1107,bus,22,74,8.68,0
605,tram,40,1142,11.96,0
1822,bus,12,1113,9.9,0
443,tram,40,32,10.72,0
416,tram,40,31,2.06,0
416,tram,40,31,1.18,0
1105,bus,6,973,16.2,0
1017,bus,22,873,0.0,0
1077,bus,6,80,14.55,0
1403,bus,22,245,6.11,0
1121,bus,12,810,12.69,0
432,bus,6,684,10.97,0
281,bus,6,1112,6.92,0
1349,bus,22,116,6.38,0
1603,bus,12,360,4.95,0
1190,bus,22,94,0.0,0
693,bus,6,757,20.88,0
71,bus,17,98,5.67,0
1187,bus,22,94,7.61,0
191,bus,36,511,12.3,0
463,bus,6,1045,4.42,0
941,bus,6,77,9.18,0
2225,bus,12,662,3.5,0
2205,bus,12,658,4.84,0
1060,train,90,292,11.52,0
999,bus,22,259,2.59,0
25,bus,17,1096,10.09,0
2232,bus,12,810,0.87,0
427,bus,6,941,6.94,0
1116,bus,22,1108,4.89,0
939,bus,6,77,9.46,0
1604,bus,12,662,3.62,0
14,bus,17,54,8.75,0
403,bus,6,102,5.05,0
1918,bus,12,263,11.53,0
403,bus,6,102,3.64,0
966,bus,22,786,4.27,0
1136,bus,22,1044,12.53,0
1071,bus,6,581,13.55,0
1279,bus,22,59,0.1,0
259,bus,6,676,9.51,0
912,bus,22,109,8.9,0
1056,bus,6,56,9.52,0
58,bus,17,878,8.08,0
1036,train,90,280,21.04,0
949,bus,22,237,0.17,0
1529,bus,12,79,0.95,0
1268,bus,22,62,10.57,0
1704,bus,12,1036,10.27,0
1380,bus,22,115,2.52,0
1113,bus,12,662,9.69,0
1364,bus,22,120,7.72,0
1031,bus,22,860,2.83,0
1523,bus,12,785,7.65,0
980,bus,22,237,10.87,0
1216,bus,12,1036,2.93,0
1046,bus,6,1110,8.75,0
1389,bus,22,110,0.26,0
1089,bus,22,862,21.73,0
1007,bus,6,581,15.02,0
443,tram,40,32,3.33,0
1335,bus,12,263,8.8,0
2433,bus,12,743,9.89,0
228,bus,6,678,23.1,0
1016,bus,6,369,12.56,0
421,tram,40,1145,0.46,0
1081,bus,6,973,6.82,0
1255,bus,22,59,8.41,0
2227,bus,12,662,3.71,0
1427,bus,22,74,10.89,0
986,bus,22,629,14.35,0
986,bus,22,629,16.82,0
1085,bus,22,1097,4.25,0
1078,bus,22,791,6.19,0
146,bus,6,1094,10.39,0
403,bus,6,102,8.06,0
1155,bus,22,1072,2.53,0
2253,bus,12,132,2.92,0
954,bus,6,864,0.77,0
1001,bus,22,858,6.38,0
624,bus,6,72,6.12,0
1018,bus,22,68,12.11,0
1933,bus,12,79,4.02,0
6321,train,90,284,12.07,0
426,bus,6,864,5.82,0
121,tram,40,40,7.05,0
665,bus,47,44,7.86,0
2247,bus,12,144,6.79,0
6307,train,90,284,38.21,0
72,bus,17,100,6.65,0
2227,bus,12,662,3.5,0
265,bus,6,1111,10.14,0
1523,bus,12,819,11.31,0
469,tram,40,32,12.76,0
1378,bus,22,110,10.39,0
1102,bus,6,80,8.54,0
462,tram,40,28,8.49,0
1416,bus,22,68,1.8,0
2204,bus,12,658,14.25,0
1057,bus,22,63,3.76,0
19,bus,12,91,16.49,0
1526,bus,12,819,11.89,0
1524,bus,12,785,8.73,0
116,tram,40,28,0.46,0
1112,bus,22,1108,0.01,0
1433,bus,22,73,10.31,0
1004,bus,22,873,10.44,0
944,bus,22,784,6.38,0
957,bus,22,63,8.49,0
1214,bus,12,360,11.94,0
1214,bus,12,360,12.09,0
1004,bus,6,581,8.35,0
920,bus,22,1097,2.82,0
2261,bus,12,138,7.1,0
1924,bus,12,354,18.28,0
409,tram,40,34,5.92,0
1090,bus,22,862,17.42,0
1271,bus,22,51,1.91,0
963,bus,6,1094,12.09,0
691,bus,6,1077,13.89,0
206,bus,64,1030,14.62,0
974,bus,22,259,6.92,0
694,bus,6,1094,3.79,0
40,bus,17,71,10.6,0
1232,bus,22,830,1.37,0
445,tram,40,30,8.28,0
1360,bus,22,539,3.55,0
1169,bus,22,830,0.26,0
248,bus,6,1042,10.95,0
1345,bus,22,110,1.29,0
1019,bus,12,90,0.8,0
1104,bus,6,86,6.17,0
968,bus,22,73,1.91,0
21,bus,17,820,7.92,0
826,bus,6,1041,12.03,0
955,bus,22,73,4.1,0
1807,bus,12,764,1.39,0
68,bus,17,100,11.3,0
955,bus,22,73,1.2,0
2220,bus,12,144,8.75,0
1093,bus,6,349,9.05,0
1052,bus,22,68,0.0,0
1042,bus,6,369,2.93,0
1020,train,90,636,9.88,0
1018,bus,22,68,11.14,0
1078,bus,22,791,0.11,0
1031,bus,22,860,0.02,0
1222,bus,22,784,8.05,0
1925,bus,12,90,0.0,0
6308,train,90,284,36.42,0
1428,bus,22,74,9.41,0
1097,bus,6,850,6.61,0
1076,bus,22,791,8.05,0
1076,bus,22,791,9.32,0
1086,bus,22,818,8.23,0
1022,bus,6,676,0.07,0
629,tram,40,1142,8.65,0
416,tram,40,31,4.94,0
421,tram,40,1145,1.75,0
946,bus,22,860,1.63,0
94,tram,40,28,7.31,0
1136,bus,22,1044,15.56,0
986,bus,22,629,14.71,0
1060,bus,22,629,10.55,0
430,bus,6,864,2.29,0
991,bus,6,221,1.36,0
991,bus,6,221,0.55,0
35,bus,17,125,1.95,0
2218,bus,12,658,8.8,0
1369,bus,22,786,6.79,0
1907,bus,12,226,6.11,0
1907,bus,12,226,6.15,0
1540,bus,12,856,2.95,0
78,tram,40,28,3.4,0
404,tram,40,992,2.62,0
1028,bus,22,237,5.61,0
466,tram,40,32,3.24,0
1341,bus,22,539,8.75,0
1261,bus,22,59,7.77,0
1348,bus,22,110,11.78,0
251,bus,6,1042,7.46,0
1917,bus,12,263,4.62,0
81,tram,40,30,8.75,0
1407,bus,22,624,9.22,0
1069,bus,22,621,9.28,0
422,tram,40,1145,0.67,0
426,tram,40,992,3.34,0
665,bus,47,44,10.56,0
2407,bus,12,743,13.79,0
1052,bus,22,68,9.1,0
1811,bus,12,226,13.04,0
296,bus,6,1110,3.65,0
668,bus,47,44,9.31,0
461,tram,40,28,10.29,0
455,tram,40,39,8.39,0
1001,bus,22,858,7.87,0
157,bus,6,1093,9.77,0
1065,bus,6,1043,9.26,0
1070,bus,22,252,2.53,0
416,tram,40,31,1.75,0
1023,bus,22,259,11.05,0
1826,bus,12,1109,4.04,0
1132,bus,12,792,3.16,0
18,bus,12,90,10.48,0
1338,bus,22,115,6.69,0
2257,bus,12,133,11.57,0
2405,bus,12,743,11.42,0
467,bus,6,1042,4.66,0
1021,train,90,279,5.2,0
920,bus,22,1097,8.26,0
1008,train,90,287,0.0,0
409,tram,40,34,6.17,0
1302,bus,12,774,9.0,0
248,bus,6,1042,10.47,0
122,tram,40,38,2.47,0
10,bus,12,90,11.36,0
1175,bus,22,1047,6.8,0
1837,bus,12,1113,22.53,0
1109,bus,22,1072,13.28,0
1020,bus,22,259,8.63,0
1542,bus,12,857,5.61,0
1049,bus,22,858,12.89,0
63,bus,17,100,0.0,0
1051,train,90,279,18.01,0
1405,bus,22,244,0.21,0
679,bus,6,107,23.22,0
1838,bus,12,785,10.68,0
45,bus,17,71,4.84,0
1410,bus,12,664,13.72,0
58,bus,17,878,9.31,0
1406,bus,22,624,4.06,0
1268,bus,22,62,11.21,0
1704,bus,12,1036,7.58,0
1039,bus,22,252,8.02,0
1005,bus,6,581,8.7,0
192,bus,51,736,18.47,0
935,bus,22,1039,11.28,0
1343,bus,22,113,0.05,0
1248,bus,22,51,7.57,0
1398,bus,22,244,8.96,0
1047,train,90,280,6.17,0
1426,bus,22,74,6.54,0
667,bus,6,1042,0.1,0
1007,bus,22,228,8.31,0
6324,train,90,286,16.34,0
639,bus,6,940,3.65,0
2257,bus,12,133,4.94,0
1212,bus,22,858,9.76,0
1180,bus,22,786,7.51,0
249,bus,6,1041,15.07,0
1021,bus,6,678,1.08,0
2248,bus,12,138,9.72,0
1200,bus,22,94,7.1,0
2232,bus,12,825,11.47,0
415,tram,40,38,3.5,0
991,bus,6,221,7.53,0
64,bus,17,100,9.37,0
465,tram,40,39,0.67,0
611,tram,40,1142,5.54,0
1155,bus,22,1072,2.73,0
1042,bus,6,1110,0.0,0
1063,bus,6,964,0.0,0
19,bus,12,91,0.71,0
6303,train,90,284,16.4,0
1031,bus,6,369,12.81,0
1031,bus,6,369,8.9,0
1291,bus,22,873,1.09,0
121,tram,40,40,8.03,0
1359,bus,22,116,7.51,0
1507,bus,17,263,15.33,0
1158,bus,22,1072,4.9,0
1158,bus,22,1072,7.53,0
1146,bus,22,1044,8.15,0
1917,bus,12,263,2.07,0
218,bus,6,935,0.26,0
6324,train,90,286,22.84,0
1151,bus,22,1044,11.64,0
1069,bus,22,621,10.46,0
483,bus,6,866,11.14,0
2247,bus,12,144,6.02,0
1049,bus,22,858,6.21,0
965,bus,22,657,7.97,0
1528,bus,12,785,12.05,0
1528,bus,12,785,12.83,0
1185,bus,22,786,7.86,0
1704,bus,12,1036,4.18,0
1822,bus,12,1113,8.47,0
1347,bus,22,110,5.61,0
462,tram,40,28,9.26,0
950,bus,22,1062,13.86,0
1408,bus,12,226,9.0,0
2208,bus,12,658,10.19,0
1335,bus,12,263,3.44,0
1043,bus,6,369,2.06,0
1021,bus,12,666,7.99,0
448,bus,6,940,9.62,0
2433,bus,12,743,7.91,0
409,bus,6,102,0.0,0
1155,bus,22,1072,10.39,0
623,tram,40,1142,11.87,0
1010,train,90,279,18.93,0
1032,bus,22,237,2.72,0
1933,bus,12,90,5.32,0
1400,bus,22,245,5.65,0
1108,bus,6,964,7.36,0
1026,train,90,280,19.91,0
1211,bus,12,824,10.02,0
637,bus,6,948,8.16,0
2238,bus,12,362,7.77,0
1505,bus,12,79,8.32,0
1499,bus,22,120,2.26,0
1379,bus,22,110,9.16,0
1802,bus,12,792,2.78,0
966,bus,6,944,6.94,0
1805,bus,12,79,1.92,0
673,bus,6,56,2.78,0
471,bus,6,459,7.4,0
673,bus,6,56,1.39,0
914,bus,22,1044,1.31,0
622,tram,40,1142,14.05,0
1087,bus,6,84,10.45,0
1106,bus,22,1108,10.65,0
930,bus,6,77,2.99,0
1044,bus,22,745,7.74,0
1044,bus,22,745,7.47,0
638,bus,6,221,11.57,0
405,tram,40,39,0.98,0
1003,bus,6,581,5.64,0
404,tram,40,39,2.47,0
1176,bus,22,784,9.28,0
1529,bus,12,79,4.75,0
976,bus,22,861,8.97,0
1396,bus,22,624,14.35,0
927,bus,6,77,10.28,0
192,bus,51,736,18.42,0
1057,train,90,279,18.98,0
1212,bus,22,858,8.01,0
935,bus,6,77,0.03,0
6308,train,90,284,34.63,0
1080,bus,6,850,7.22,0
2247,bus,12,145,2.93,0
39,bus,17,71,6.89,0
1097,bus,6,850,3.68,0
1398,bus,22,244,8.22,0
1260,bus,22,59,7.62,0
1803,bus,12,792,10.39,0
1330,bus,12,774,5.85,0
1224,bus,22,830,3.27,0
1018,train,90,279,12.35,0
1098,bus,22,1039,9.69,0
1079,bus,22,861,11.94,0
87,tram,40,30,3.04,0
94,tram,40,28,4.99,0
473,bus,6,759,10.38,0
488,bus,6,864,7.84,0
1078,bus,22,791,11.48,0
1498,bus,22,74,7.33,0
1113,bus,22,1108,7.38,0
995,bus,6,1040,6.96,0
481,bus,6,940,12.86,0
1063,bus,6,964,3.31,0
1408,bus,12,226,9.85,0
18,bus,17,1095,5.62,0
1053,bus,6,1110,10.81,0
1820,bus,12,1113,17.64,0
1113,bus,6,964,10.9,0
1832,bus,12,1113,3.65,0
960,bus,22,63,2.9,0
5,bus,17,98,3.96,0
958,bus,22,237,8.18,0
1095,bus,22,237,6.84,0
1005,bus,6,581,4.06,0
426,tram,40,992,4.32,0
1069,bus,22,621,7.65,0
1212,bus,12,824,0.05,0
74,tram,40,40,9.31,0
1116,bus,22,1108,3.91,0
1077,bus,22,1039,14.46,0
413,tram,40,39,6.89,0
1060,train,90,288,0.31,0
2233,bus,12,362,16.66,0
1096,bus,22,1039,10.36,0
1150,bus,22,1044,15.52,0
2222,bus,12,808,3.18,0
1034,bus,6,369,3.4,0
469,tram,40,32,11.16,0
260,bus,6,866,5.8,0
1526,bus,12,785,11.1,0
1822,bus,12,1113,8.68,0
2228,bus,12,662,11.08,0
6308,train,90,284,2.25,0
1056,train,90,279,19.45,0
1163,bus,22,1072,5.84,0
1132,bus,12,792,5.08,0
666,bus,6,864,0.08,0
1077,bus,6,80,14.34,0
1065,bus,6,1040,10.39,0
22,bus,17,1096,6.02,0
1034,bus,22,1039,2.36,0
1164,bus,22,1072,10.45,0
688,bus,6,1111,6.89,0
933,bus,6,77,9.5,0
1431,bus,22,862,8.4,0
963,bus,6,1094,4.42,0
236,bus,6,1043,9.33,0
931,bus,6,77,1.54,0
20,bus,17,820,9.0,0
2416,bus,12,743,1.29,0
1115,bus,22,59,5.55,0
19,bus,17,796,14.25,0
1055,bus,6,369,10.8,0
1505,bus,12,79,8.13,0
473,bus,6,1037,5.25,0
475,bus,6,759,8.51,0
1030,train,90,636,19.34,0
673,bus,6,56,2.47,0
1146,bus,22,1044,4.89,0
1127,bus,22,1108,0.0,0
1274,bus,22,62,0.14,0
1057,bus,22,63,5.59,0
1433,bus,22,73,11.97,0
2403,bus,12,743,9.5,0
613,tram,40,1142,10.38,0
1053,bus,22,68,11.78,0
1104,bus,6,86,7.36,0
1008,bus,22,70,8.69,0
289,bus,6,86,13.32,0
2432,bus,12,764,8.75,0
1830,bus,12,1113,14.78,0
665,bus,6,239,8.05,0
676,bus,6,737,10.33,0
665,bus,6,239,9.55,0
1,bus,12,1113,14.76,0
1057,train,90,279,19.03,0
257,bus,6,239,0.0,0
1053,bus,6,369,0.0,0
1046,train,90,280,2.52,0
17,bus,12,1074,0.0,0
1064,bus,6,56,14.36,0
1362,bus,22,110,1.05,0
1553,bus,22,228,20.91,0
1337,bus,12,825,5.84,0
75,tram,40,40,4.42,0
1024,train,90,280,19.91,0
1335,bus,12,263,7.76,0
1081,bus,6,973,6.18,0
1079,bus,22,861,11.31,0
1217,bus,12,783,4.81,0
1811,bus,12,226,11.67,0
1207,bus,12,1036,12.8,0
157,bus,6,1093,9.0,0
2216,bus,12,743,0.55,0
1271,bus,22,51,4.12,0
1057,bus,22,63,7.73,0
1101,bus,6,86,1.95,0
18,bus,17,1095,7.1,0
6321,train,90,284,14.53,0
932,bus,22,873,1.31,0
462,bus,6,1107,14.1,0
422,bus,6,942,9.26,0
1915,bus,12,1109,4.65,0
2210,bus,12,743,7.72,0
1138,bus,22,1072,4.41,0
925,bus,22,94,4.53,0
6310,train,90,284,31.43,0
18,bus,17,98,6.02,0
928,bus,22,786,1.03,0
18,bus,17,98,10.39,0
2423,bus,12,662,3.88,0
987,bus,6,1042,0.01,0
1913,bus,12,1109,2.61,0
74,tram,40,40,7.46,0
1169,bus,22,830,12.66,0
1169,bus,22,830,12.78,0
73,tram,40,31,1.29,0
421,bus,6,935,10.48,0
411,bus,6,77,4.93,0
30,bus,17,1096,9.31,0
1051,train,90,279,13.89,0
1185,bus,22,786,8.88,0
2415,bus,12,743,5.16,0
1534,bus,12,666,4.91,0
1383,bus,22,111,7.92,0
477,bus,6,56,0.0,0
1224,bus,22,830,0.08,0
1226,bus,22,64,0.51,0
1265,bus,22,51,8.13,0
447,bus,6,72,6.84,0
2257,bus,12,133,10.24,0
2,bus,12,1109,5.9,0
1095,bus,6,349,7.51,0
1048,bus,22,70,0.67,0
969,bus,22,68,6.65,0
1245,bus,22,59,4.82,0
286,bus,6,84,11.47,0
156,bus,6,1093,6.38,0
623,tram,40,1142,12.84,0
1080,bus,22,860,4.37,0
1115,bus,12,1074,9.93,0
644,bus,6,676,0.05,0
1148,bus,22,1072,9.49,0
1148,bus,22,1072,12.08,0
16,bus,12,91,8.68,0
1211,bus,12,824,9.84,0
696,bus,6,944,13.28,0
1134,bus,6,349,11.48,0
1902,bus,12,785,9.79,0
1919,bus,12,792,19.64,0
1802,bus,12,792,0.0,0
1020,bus,6,678,23.59,0
940,bus,6,77,1.07,0
1050,bus,6,369,3.86,0
615,tram,40,1142,11.14,0
622,tram,40,1142,13.43,0
12,bus,12,771,4.42,0
1051,train,90,279,4.37,0
465,tram,40,39,0.87,0
1079,bus,6,850,1.18,0
1828,bus,12,1113,4.46,0
1822,bus,12,1113,4.68,0
1139,bus,22,51,9.15,0
1332,bus,12,666,0.07,0
404,tram,40,39,4.27,0
1810,bus,12,226,6.54,0
5,bus,12,79,8.28,0
1069,bus,22,252,13.3,0
415,bus,6,753,3.4,0
15,bus,17,1095,16.2,0
935,bus,22,1039,11.32,0
1216,bus,12,1036,5.27,0
990,bus,6,221,7.94,0
2255,bus,12,144,4.22,0
1337,bus,12,825,7.74,0
1024,train,90,280,18.06,0
1066,bus,22,62,5.25,0
6306,train,90,286,16.58,0
1092,bus,22,786,3.45,0
429,tram,40,31,3.4,0
2248,bus,12,138,9.93,0
625,bus,6,938,5.3,0
1102,bus,6,80,2.11,0
1397,bus,22,624,0.37,0
1206,bus,12,664,22.99,0
959,bus,22,112,8.75,0
55,bus,17,878,0.77,0
471,tram,40,34,7.31,0
1426,bus,22,74,6.17,0
481,bus,6,940,14.3,0
1117,bus,22,1108,7.46,0
6321,train,90,284,14.88,0
1540,bus,12,856,1.79,0
6303,train,90,284,12.73,0
932,bus,22,873,1.8,0
112,tram,40,30,1.7,0
1364,bus,22,124,8.85,0
960,bus,22,63,0.06,0
121,tram,40,40,5.45,0
1221,bus,22,63,9.67,0
1002,bus,22,875,8.78,0
6319,train,90,284,32.94,0
1069,bus,22,621,7.66,0
2412,bus,12,743,8.63,0
1914,bus,12,1109,5.44,0
930,bus,6,77,10.52,0
6307,train,90,284,38.58,0
1272,bus,22,59,7.55,0
1252,bus,22,59,2.94,0
226,bus,6,72,3.25,0
461,bus,6,944,7.71,0
411,bus,6,77,5.26,0
411,bus,6,77,5.63,0
30,bus,17,1096,10.13,0
619,tram,40,1142,13.82,0
1249,bus,22,62,4.26,0
1060,bus,22,629,11.06,0
2232,bus,12,825,9.98,0
1102,bus,6,80,7.56,0
64,bus,17,100,12.57,0
427,tram,40,34,5.61,0
1068,train,90,292,16.41,0
481,bus,6,940,15.28,0
1922,bus,12,857,4.08,0
1009,bus,22,914,3.74,0
1907,bus,12,226,5.58,0
2216,bus,12,743,5.42,0
1101,bus,6,86,3.14,0
1056,train,90,279,19.14,0
18,bus,12,90,10.28,0
2207,bus,12,658,8.8,0
1026,bus,22,873,7.93,0
1926,bus,12,226,9.67,0
24,bus,21,773,7.94,0
139,bus,36,1025,20.34,0
2252,bus,12,138,15.64,0
663,bus,6,1111,5.01,0
1060,train,90,292,9.93,0
636,bus,6,864,0.11,0
1175,bus,22,1047,3.98,0
1293,bus,22,945,8.99,0
1030,bus,6,581,7.56,0
1919,bus,12,792,19.66,0
457,bus,6,1107,6.48,0
1020,bus,6,678,23.6,0
462,bus,6,940,11.11,0
1030,train,90,636,19.55,0
993,bus,6,445,14.46,0
1034,bus,22,1039,8.24,0
678,bus,6,84,10.57,0
1416,bus,22,68,9.45,0
987,bus,6,1042,1.05,0
260,bus,6,866,6.1,0
666,bus,6,864,0.12,0
17,bus,17,794,8.98,0
61,bus,17,98,6.11,0
256,bus,6,239,5.77,0
668,bus,47,44,0.16,0
954,bus,6,864,2.43,0
1047,bus,22,73,0.65,0
934,bus,22,228,0.04,0
1110,bus,6,964,8.14,0
1016,bus,12,783,11.01,0
927,bus,6,77,10.59,0
1833,bus,12,743,9.5,0
1814,bus,12,354,0.85,0
1067,train,90,280,0.41,0
1071,train,90,280,0.36,0
1553,bus,22,228,20.84,0
946,bus,22,237,4.54,0
1216,bus,22,945,3.89,0
1076,bus,22,791,8.84,0
1826,bus,12,1109,6.95,0
1524,bus,12,785,11.23,0
489,bus,6,866,9.05,0
1528,bus,12,785,5.05,0
1107,bus,22,74,9.23,0
415,tram,40,38,3.24,0
1422,bus,22,1097,9.7,0
2415,bus,12,743,0.05,0
1918,bus,12,263,4.51,0
21,bus,17,795,4.53,0
1007,train,90,279,1.29,0
1228,bus,22,63,8.4,0
1160,bus,22,1072,10.51,0
1426,bus,22,74,8.51,0
1065,bus,6,1043,9.9,0
1031,bus,6,369,10.13,0
404,tram,40,992,4.12,0
1206,bus,22,94,7.15,0
266,bus,6,866,7.56,0
1338,bus,12,90,9.43,0
1123,bus,22,1108,12.29,0
